FBgn	symbol	CG_alias	chr	start	end
FBgn0026722	drosha	CG8730	2R	7932429	7936840
FBgn0033235	Mppa	CG8728	2R	7936866	7939114
FBgn0050380	CG30380		2R	7939201	7939659
FBgn0050379	CG30379		2R	7939956	7941870
FBgn0033236	CG14764	CG2923	2R	7942043	7955882
FBgn0085459	CG34430	CG14766	2R	7943442	7944475
FBgn0085460	CG34431	CG14766	2R	7944526	7947076
FBgn0033238	azot	CG11165	2R	7949839	7950465
FBgn0050378	CG30378		2R	7950339	7951492
FBgn0033240	CG2906		2R	7956150	7958254
FBgn0033241	CG2915		2R	7958207	7960015
FBgn0026361	Septin5	CG2916	2R	7960133	7961921
FBgn0027548	nito	CG2910	2R	7962463	7969805
FBgn0033243	CG14763		2R	7966029	7968024
FBgn0033244	CG8726		2R	7968129	7972003
FBgn0027054	CSN4	CG8725	2R	7972175	7974099
FBgn0033246	Acc	CG8723	2R	7974115	7991862
FBgn0033247	Nup44A	CG8722	2R	7988462	7991283
FBgn0265299	lncRNA:CR44272		2R	7992196	7992567
FBgn0033248	Dic3	CG11196	2R	7993798	7994968
FBgn0027788	Hey	CG11194	2R	7995438	7998278
FBgn0033249	CG11191		2R	8000490	8002120
FBgn0013307	Odc1	CG8721	2R	8004824	8006672
FBgn0013308	Odc2	CG8719	2R	8007246	8009062
FBgn0033250	CG14762		2R	8009119	8013755
FBgn0263572	mir-4981		2R	8015249	8015343
FBgn0266805	lncRNA:CR45267		2R	8019176	8026595
FBgn0263970	lncRNA:CR43724		2R	8028929	8029935
FBgn0025360	Optix	CG18455	2R	8031283	8042529
FBgn0033252	CG12769		2R	8052080	8065554
FBgn0040778	CG17977		2R	8066274	8067655
FBgn0020279	lig	CG8715	2R	8067977	8078815
FBgn0021814	Vps28	CG12770	2R	8078869	8080041
FBgn0025469	slv	CG8717	2R	8080559	8083357
FBgn0028563	sut1	CG8714	2R	8082976	8087151
FBgn0028562	sut2	CG17975	2R	8087396	8089297
FBgn0028561	sut3	CG17976	2R	8089482	8091297
FBgn0033257	sand	CG8713	2R	8091696	8096948
FBgn0033258	uno	CG8712	2R	8096792	8098484
FBgn0033259	Tmem63	CG11210	2R	8098684	8102306
FBgn0033260	Cul4	CG8711	2R	8102260	8106318
FBgn0033261	udd	CG18316	2R	8106385	8107373
FBgn0050372	Asap	CG2226	2R	8114286	8123001
FBgn0033264	Nup50	CG2158	2R	8123036	8125058
FBgn0033265	coil	CG8710	2R	8124981	8127242
FBgn0033266	Socs44A	CG2160	2R	8127575	8129476
FBgn0260390	CG42516		2R	8129354	8131323
FBgn0260398	Pbp49	CG11508	2R	8129354	8131323
FBgn0005648	Pabp2	CG2163	2R	8131431	8134374
FBgn0033268	Obp44a	CG2297	2R	8134170	8135315
FBgn0263593	Lpin	CG8709	2R	8136986	8156654
FBgn0010504	kermit	CG11546	2R	8146918	8156654
FBgn0264877	lncRNA:CR44068		2R	8157161	8158260
FBgn0050374	CR30374	CG30374	2R	8157257	8157914
FBgn0050297	tRNA:Ile-AAT-1-2		2R	8158455	8158528
FBgn0033271	CG8708		2R	8159406	8161565
FBgn0033272	RagC-D	CG8707	2R	8161679	8163500
FBgn0021995	Rs1	CG2173	2R	8163564	8167769
FBgn0050373	CG30373		2R	8164000	8164869
FBgn0086021	snoRNA:CD59		2R	8165957	8166046
FBgn0033273	Gasz	CG2183	2R	8167948	8170089
FBgn0011659	Mlh1	CG11482	2R	8170274	8172401
FBgn0033274	CG14757		2R	8172364	8173613
FBgn0053087	LRP1	CG8706	2R	8174165	8226438
FBgn0033275	CG14756		2R	8204888	8205706
FBgn0085246	CG34217		2R	8227990	8228727
FBgn0010109	dpn	CG8704	2R	8228971	8232330
FBgn0265302	asRNA:CR44275		2R	8229296	8230796
FBgn0285969	sisRNA:4		2R	8230532	8231065
FBgn0286038	sisRNA:CR46360		2R	8231104	8231588
FBgn0013726	pnut	CG8705	2R	8237271	8240297
FBgn0265303	lncRNA:CR44276		2R	8241596	8242017
FBgn0265638	lncRNA:CR44445		2R	8242396	8243500
FBgn0265639	lncRNA:CR44446		2R	8245795	8246295
FBgn0265632	CG44439		2R	8249096	8249595
FBgn0033277	CG14760		2R	8254223	8256931
FBgn0050369	CG30369		2R	8259286	8259784
FBgn0033278	CG14759		2R	8259841	8260483
FBgn0033279	CG2291		2R	8260607	8261463
FBgn0033280	CG12126		2R	8262674	8263278
FBgn0050376	CG30376		2R	8263486	8264426
FBgn0050375	CG30375	CG2280	2R	8265693	8267295
FBgn0050371	CG30371	CG2280	2R	8267643	8269334
FBgn0265307	lncRNA:CR44280		2R	8277345	8277995
FBgn0262440	mir-280		2R	8298106	8298200
FBgn0265640	lncRNA:CR44447		2R	8304495	8305095
FBgn0265641	lncRNA:CR44448		2R	8309495	8310245
FBgn0265642	lncRNA:TS18		2R	8310521	8311234
FBgn0265643	lncRNA:CR44450		2R	8311645	8311945
FBgn0261588	pdm3	CG11641	2R	8327490	8396280
FBgn0033283	CG11635		2R	8358538	8359472
FBgn0050364	hubl	CG2149	2R	8359466	8362156
FBgn0050365	spaw	CG2149	2R	8359466	8362156
FBgn0250827	whip	CG34218	2R	8362359	8363218
FBgn0050363	cola	CG2149	2R	8363272	8365345
FBgn0050366	swif	CG2149	2R	8363272	8365345
FBgn0050362	boly	CG2149	2R	8365550	8366688
FBgn0033285	CG18449		2R	8367163	8367927
FBgn0033286	CG2127		2R	8368344	8370038
FBgn0033287	CG8701		2R	8371073	8372142
FBgn0033289	CG2121	CG8698	2R	8396397	8411767
FBgn0262988	CG43296		2R	8417176	8417706
FBgn0028836	CSN7	CG2038	2R	8421033	8428577
FBgn0002531	Lcp1	CG11650	2R	8430115	8431243
FBgn0011812	Lcp1Psi	CG30367	2R	8432886	8433384
FBgn0002533	Lcp2	CG8697	2R	8433797	8434785
FBgn0002534	Lcp3	CG2043	2R	8435310	8436095
FBgn0002535	Lcp4	CG2044	2R	8437647	8438495
FBgn0033292	Cyp4ad1	CG2110	2R	8439395	8442806
FBgn0014469	Cyp4e2	CG2060	2R	8444560	8447164
FBgn0262316	mir-986		2R	8444982	8445081
FBgn0015034	Cyp4e1	CG2062	2R	8447451	8449745
FBgn0002570	Mal-A1	CG8696	2R	8449664	8451904
FBgn0002569	Mal-A2	CG8694	2R	8453627	8455782
FBgn0002571	Mal-A3	CG8695	2R	8455909	8457892
FBgn0033294	Mal-A4	CG8693	2R	8458815	8460884
FBgn0050359	Mal-A5	CG8689	2R	8462753	8465092
FBgn0050360	Mal-A6	CG8689	2R	8465158	8467595
FBgn0033296	Mal-A7	CG11669	2R	8468646	8471663
FBgn0033297	Mal-A8	CG8690	2R	8471954	8473961
FBgn0050361	mtt	CG30361	2R	8473956	8532294
FBgn0265306	lncRNA:CR44279		2R	8542796	8543542
FBgn0033301	CG12780		2R	8551859	8552290
FBgn0266846	lncRNA:CR45308		2R	8558415	8558924
FBgn0033302	Cyp6a14	CG8687	2R	8564187	8567202
FBgn0033303	Cyp6a15Psi	CG14753	2R	8569137	8570306
FBgn0033304	Cyp6a13	CG2397	2R	8570499	8572147
FBgn0259226	CG42326	CG14748	2R	8573368	8584779
FBgn0033307	CG14752		2R	8590497	8591948
FBgn0262812	CG43183		2R	8592195	8592969
FBgn0033308	CG8736		2R	8594031	8595001
FBgn0033309	Lnpk	CG8735	2R	8596972	8599962
FBgn0267792	rgr	CG8643	2R	8600415	8612295
FBgn0033312	CG8642		2R	8611379	8614155
FBgn0033313	Cirl	CG8639	2R	8614722	8625203
FBgn0022027	Vps25	CG14750	2R	8625451	8626180
FBgn0033315	beta3GalTII	CG8734	2R	8626181	8627611
FBgn0033316	Gle1	CG14749	2R	8627900	8630186
FBgn0033317	CG8635		2R	8630207	8631962
FBgn0003892	ptc	CG2411	2R	8649649	8665223
FBgn0265308	lncRNA:CR44281		2R	8650697	8651496
FBgn0263120	Acsl	CG8732	2R	8665813	8683022
FBgn0050354	UQCR-11L	CG30354	2R	8677219	8677661
FBgn0050355	CG30355		2R	8679146	8679953
FBgn0011906	tRNA:Leu-CAG-1-1		2R	8683215	8683297
FBgn0001285	Jon44E	CG8579	2R	8691448	8692844
FBgn0033320	CG8586		2R	8692796	8696245
FBgn0033321	CG8738		2R	8696428	8698583
FBgn0033322	CG8584		2R	8700692	8701794
FBgn0033323	CG12376		2R	8701835	8704502
FBgn0033324	CG14744		2R	8706388	8709486
FBgn0043576	PGRP-SC1a	CG14746	2R	8709733	8710320
FBgn0033326	CG14743		2R	8710398	8712913
FBgn0033327	PGRP-SC1b	CG8577	2R	8713446	8715094
FBgn0043575	PGRP-SC2	CG14745	2R	8716950	8717695
FBgn0040777	CG14767	CG8575	2R	8718017	8723839
FBgn0050357	CG30357		2R	8720100	8721624
FBgn0005695	gcl	CG8411	2R	8724258	8728999
FBgn0263463	snoRNA:gcl-a		2R	8724905	8725065
FBgn0050356	CG30356		2R	8728964	8729501
FBgn0086784	stmA	CG8739	2R	8729502	8734304
FBgn0289556	blo	CG8740	2R	8735810	8759590
FBgn0261267	CG42615	CG31829	2R	8737370	8737790
FBgn0265304	lncRNA:CR44277		2R	8744045	8744376
FBgn0265305	lncRNA:CR44278		2R	8768296	8768795
FBgn0033330	CG8746		2R	8792633	8793773
FBgn0024189	sns	CG13755	2R	8798489	8856091
FBgn0050350	CG30350	CG8278	2R	8826391	8827755
FBgn0011286	RyR	CG10844	2R	8860364	8888097
FBgn0033337	CG8272		2R	8888404	8891401
FBgn0021825	DCTN2-p50	CG8269	2R	8891832	8893339
FBgn0033339	Sec31	CG8266	2R	8893613	8898798
FBgn0266729	asRNA:CR45202		2R	8897820	8898275
FBgn0027513	ana2	CG8262	2R	8898729	8900211
FBgn0033340	CG13751		2R	8900241	8900617
FBgn0033341	MrgBP	CG13746	2R	8900566	8901375
FBgn0004921	Ggamma1	CG8261	2R	8901404	8904791
FBgn0284436	CCT8	CG8258	2R	8904844	8906990
FBgn0050349	CG30349	CG2396	2R	8907518	8910885
FBgn0033344	CG8252		2R	8909432	8910349
FBgn0003074	Pgi	CG8251	2R	8910900	8914069
FBgn0002552	lin	CG11770	2R	8914524	8918234
FBgn0085248	CG34219		2R	8917708	8918877
FBgn0033347	CG8248		2R	8918940	8920368
FBgn0033348	Spt	CG8247	2R	8920270	8922755
FBgn0033349	CG8243		2R	8922785	8925346
FBgn0033350	CG8237		2R	8925671	8926890
FBgn0033351	AIMP1	CG8235	2R	8927014	8928105
FBgn0033352	PAN2	CG8232	2R	8928169	8933103
FBgn0033353	BaraB	CG13749	2R	8933423	8934445
FBgn0033354	FANCI	CG13745	2R	8934576	8939789
FBgn0033355	CG13748		2R	8940415	8941136
FBgn0265300	lncRNA:CR44273		2R	8941595	8942495
FBgn0265301	lncRNA:CR44274		2R	8943495	8944295
FBgn0027607	CG8230		2R	8944298	8947344
FBgn0053199	CG33199		2R	8947681	8951086
FBgn0033356	CG8229		2R	8948113	8951086
FBgn0033357	Tom7	CG8226	2R	8951595	8952242
FBgn0011300	babo	CG8224	2R	8952339	8962796
FBgn0033358	spab	CG8216	2R	8963164	8968184
FBgn0286782	flz	CG8213	2R	8969346	8985900
FBgn0265011	Np	CG8181	2R	8992945	9006587
FBgn0033362	CG8172		2R	9007234	9013526
FBgn0033363	CG13744		2R	9014368	9017195
FBgn0033364	CG13747		2R	9017815	9019032
FBgn0033365	CG8170		2R	9019032	9031045
FBgn0033366	Ance-4	CG8196	2R	9039728	9042142
FBgn0033367	PPO2	CG8193	2R	9042261	9044709
FBgn0033368	CG13743		2R	9044850	9060608
FBgn0033369	CG8197		2R	9060461	9061924
FBgn0011746	ana	CG8084	2R	9062295	9077554
FBgn0267586	asRNA:CR45924		2R	9075158	9075951
FBgn0025709	CNT2	CG8083	2R	9078721	9082374
FBgn0033371	CNT1	CG11778	2R	9082395	9085717
FBgn0033372	CG13742		2R	9084598	9087808
FBgn0010220	Dbp45A	CG12759	2R	9087834	9089802
FBgn0033373	Nadk2	CG30346	2R	9089774	9092893
FBgn0033374	Boot	CG30346	2R	9092506	9094658
FBgn0083124	Uhg4		2R	9095273	9097312
FBgn0082981	snoRNA:Psi28S-2949		2R	9095372	9095526
FBgn0086672	snoRNA:Or-aca5		2R	9095685	9095832
FBgn0082928	snoRNA:CD33a		2R	9095998	9096078
FBgn0082943	snoRNA:CD27a		2R	9096239	9096311
FBgn0082942	snoRNA:CD27b		2R	9096508	9096580
FBgn0082927	snoRNA:CD33b		2R	9096764	9096843
FBgn0033375	Ctu1	CG8078	2R	9096931	9098525
FBgn0086603	snoRNA:CD20		2R	9097031	9097167
FBgn0033376	CG8777		2R	9098539	9103153
FBgn0015838	Vang	CG8075	2R	9103238	9106796
FBgn0033377	Pgm2a	CG8073	2R	9107151	9109718
FBgn0033378	tsu	CG8781	2R	9110799	9111578
FBgn0033379	Mys45A	CG8070	2R	9111505	9113951
FBgn0033380	Phax	CG8069	2R	9114274	9116030
FBgn0003612	Su(var)2-10	CG8068	2R	9116122	9122000
FBgn0033381	GstE13	CG11784	2R	9122125	9123309
FBgn0027561	CG18659	CG8059	2R	9123304	9132030
FBgn0033382	Hydr1	CG8058	2R	9132480	9135453
FBgn0260972	alc	CG8057	2R	9135375	9137933
FBgn0028955	CG8788		2R	9138486	9141981
FBgn0265313	CG44286		2R	9138486	9141981
FBgn0086656	shrb	CG8055	2R	9142146	9143914
FBgn0050342	Prp38	CG8054	2R	9143956	9145151
FBgn0050344	CG30344	CG8054	2R	9145260	9148512
FBgn0050345	CG30345		2R	9148689	9151892
FBgn0033387	CG8008		2R	9157907	9161436
FBgn0265310	lncRNA:CR44283		2R	9161484	9161998
FBgn0033388	CG8046		2R	9162037	9164967
FBgn0033389	Rad51D	CG2412	2R	9165632	9167670
FBgn0259728	CG42382	CG8016	2R	9166566	9167508
FBgn0015477	Rme-8	CG8014	2R	9167763	9177261
FBgn0002567	Rab32	CG8024	2R	9177864	9186342
FBgn0265311	lncRNA:CR44284		2R	9183395	9184495
FBgn0033391	CG8026		2R	9186670	9192096
FBgn0266486	CG45085		2R	9186670	9192096
FBgn0015561	unpg	CG1650	2R	9195205	9199870
FBgn0033392	Gnptab	CG8027	2R	9204410	9207124
FBgn0262515	VhaAC45	CG8029	2R	9207561	9209774
FBgn0266847	lncRNA:CR45309		2R	9213125	9213744
FBgn0265644	lncRNA:CR44451		2R	9214095	9215145
FBgn0010114	hig	CG2040	2R	9227785	9247249
FBgn0033395	Cyp4p2	CG1944	2R	9237512	9239831
FBgn0015037	Cyp4p1	CG10842	2R	9240041	9242139
FBgn0033397	Cyp4p3	CG10843	2R	9242320	9244410
FBgn0050343	Tsen15	CG30343	2R	9252021	9253255
FBgn0020621	Pkn	CG2049	2R	9252310	9285097
FBgn0083977	CG34141		2R	9260278	9263971
FBgn0266625	asRNA:CR45132		2R	9284845	9285594
FBgn0033400	CG2063		2R	9285310	9286634
FBgn0033401	Cog6	CG1968	2R	9286827	9289026
FBgn0026326	Mad1	CG2072	2R	9288957	9291565
FBgn0028408	Drep2	CG1975	2R	9291856	9302821
FBgn0033402	Myd88	CG2078	2R	9302823	9308722
FBgn0033405	CG13954		2R	9309296	9389467
FBgn0033403	CG13739		2R	9309296	9351655
FBgn0267578	lncRNA:CR45918		2R	9310329	9313237
FBgn0262220	mir-987		2R	9313023	9313116
FBgn0033404	Or45a	CG1978	2R	9345349	9348863
FBgn0040775	CG12158		2R	9362574	9362906
FBgn0010549	l(2)03659	CG8799	2R	9390165	9395281
FBgn0033408	ODA-Dnal1	CG8800	2R	9395330	9396206
FBgn0028473	Non1	CG30341	2R	9396265	9398734
FBgn0016970	l(2)k10201	CG8803	2R	9399080	9399899
FBgn0053774	Ost4	CG33774	2R	9399753	9400329
FBgn0016078	wun	CG8804	2R	9400531	9413463
FBgn0041087	wun2	CG8805	2R	9414342	9417846
FBgn0033412	CG13955		2R	9421972	9423688
FBgn0033413	prel	CG8806	2R	9424087	9426107
FBgn0017558	Pdk	CG8808	2R	9426439	9434638
FBgn0029092	ced-6	CG11804	2R	9434669	9444937
FBgn0266860	lncRNA:CR45321		2R	9445265	9445784
FBgn0287478	Camta	CG8809	2R	9446046	9480076
FBgn0053758	CG33758		2R	9453409	9454055
FBgn0053757	CG33757		2R	9454297	9454948
FBgn0004360	Wnt2	CG1916	2R	9494166	9503188
FBgn0259246	brp	CG12932	2R	9503765	9541565
FBgn0033421	CG1888		2R	9541947	9548135
FBgn0263660	lncRNA:CR43651		2R	9552844	9553940
FBgn0262447	mir-14		2R	9553762	9553824
FBgn0266819	asRNA:CR45281		2R	9559255	9565190
FBgn0033422	Or45b	CG12931	2R	9559598	9561068
FBgn0033423	Alp6	CG1809	2R	9561638	9563871
FBgn0085436	Not1	CG1874	2R	9566146	9579007
FBgn0033426	Nt5c	CG1814	2R	9577427	9581847
FBgn0267990	lncRNA:CR46257		2R	9578905	9579271
FBgn0033427	Smyd4-1	CG1868	2R	9581761	9584545
FBgn0033428	Urod	CG1818	2R	9584643	9586126
FBgn0033429	CG12929		2R	9586110	9586714
FBgn0285949	RpL31	CG1821	2R	9587193	9587989
FBgn0261016	clos	CG12928	2R	9587953	9599732
FBgn0033431	CG1827		2R	9589050	9590443
FBgn0010342	Map60	CG1825	2R	9590867	9592744
FBgn0033434	CG1902		2R	9594045	9605624
FBgn0050338	CG30338		2R	9594045	9599505
FBgn0050340	CG30340		2R	9599909	9601252
FBgn0050339	CG30339		2R	9601431	9602901
FBgn0265312	lncRNA:CR44285		2R	9605639	9605870
FBgn0050000	GstT1	CG12930	2R	9605988	9607184
FBgn0050005	GstT2	CG12930	2R	9607292	9608350
FBgn0033437	CG12926		2R	9608128	9610290
FBgn0264878	asRNA:CR44069		2R	9610464	9615617
FBgn0033438	Mmp2	CG1794	2R	9611139	9683858
FBgn0262172	mir-307b		2R	9621234	9621353
FBgn0262385	mir-307a		2R	9621251	9621338
FBgn0264879	lncRNA:CR44070		2R	9636996	9637673
FBgn0011921	tRNA:iMet-CAT-2-1		2R	9661225	9661296
FBgn0023143	Uba1	CG1782	2R	9688289	9693328
FBgn0260474	CG30002		2R	9704384	9706147
FBgn0033439	CG1773		2R	9706267	9707580
FBgn0033440	CG10459		2R	9707536	9708722
FBgn0265338	lncRNA:CR44292		2R	9708696	9710496
FBgn0010316	dap	CG1772	2R	9712321	9716256
FBgn0259678	sqa	CG30004	2R	9716348	9748121
FBgn0262594	CheA46a	CG33800	2R	9748800	9749389
FBgn0005614	trpl	CG1694	2R	9753697	9765518
FBgn0033442	lut	CG1690	2R	9756293	9758068
FBgn0265103	asRNA:CR44205	CG44205	2R	9766348	9767514
FBgn0027589	CG1688		2R	9766364	9806875
FBgn0265105	asRNA:CR44207		2R	9775110	9776370
FBgn0265106	lncRNA:CR44208		2R	9788539	9791295
FBgn0033443	CG1698		2R	9793326	9798006
FBgn0033446	CG1648		2R	9810974	9820053
FBgn0040092	lectin-46Cb	CG1652	2R	9815510	9816600
FBgn0040093	lectin-46Ca	CG1656	2R	9817300	9818535
FBgn0054033	CG34033		2R	9820563	9821186
FBgn0050001	CG30001		2R	9821168	9822955
FBgn0033447	dila	CG1625	2R	9823082	9827206
FBgn0033448	hebe	CG1623	2R	9828104	9836642
FBgn0033449	CG1663		2R	9836985	9838481
FBgn0033450	Lsm11	CG12924	2R	9838434	9839500
FBgn0033451	Marc	CG1665	2R	9839776	9841163
FBgn0266186	Vamp7	CG1599	2R	9841080	9842502
FBgn0033453	Sting	CG1667	2R	9842686	9845512
FBgn0023180	Orc6	CG1584	2R	9845458	9846485
FBgn0023175	Prosalpha7	CG1519	2R	9846636	9847836
FBgn0033454	CG1671		2R	9848061	9850642
FBgn0027580	Pcb	CG1516	2R	9850703	9861543
FBgn0265339	asRNA:CR44293		2R	9861145	9861545
FBgn0050010	CG30010		2R	9863564	9864576
FBgn0288856	peo	CG10536	2R	9864510	9875072
FBgn0033457	Ntmt	CG1675	2R	9865632	9867051
FBgn0266631	lncRNA:CR45138		2R	9868219	9869159
FBgn0033458	Lime	CG18446	2R	9871470	9873646
FBgn0033459	CG12744		2R	9874889	9876242
FBgn0033460	Sec24AB	CG1472	2R	9876232	9882357
FBgn0267023	asRNA:CR45467		2R	9881396	9882605
FBgn0033463	CG1513		2R	9882572	9891689
FBgn0033461	CG12923		2R	9887648	9889485
FBgn0050008	CG30008	CG12138	2R	9889878	9891141
FBgn0285892	tea	CG30007	2R	9891955	9898513
FBgn0033464	CG1441		2R	9899018	9903287
FBgn0000715	FMRFa	CG2346	2R	9906294	9910457
FBgn0286783	Etf-QO	CG12140	2R	9910893	9913488
FBgn0011656	Mef2	CG1429	2R	9913496	9958858
FBgn0033467	Pdrg1	CG15863	2R	9959119	9959732
FBgn0283510	Pal1	CG12130	2R	9959549	9963853
FBgn0033468	CG1418		2R	9963835	9965067
FBgn0033469	CG12133		2R	9967231	9968388
FBgn0027619	eIF3j	CG12131	2R	9968929	9970897
FBgn0033471	CG12134		2R	9971143	9972780
FBgn0287464	asRNA:CR46453		2R	9971397	9972752
FBgn0287466	lncRNA:CR46455		2R	9973113	9974616
FBgn0264599	asRNA:CR43948		2R	9976996	9979584
FBgn0000606	eve	CG2328	2R	9979319	9980795
FBgn0266863	lncRNA:CR45324		2R	9988125	9989285
FBgn0286784	TER94	CG2331	2R	9989159	9993559
FBgn0022382	Pka-R2	CG15862	2R	9993890	10026042
FBgn0263557	mir-4967		2R	10012093	10012199
FBgn0265340	lncRNA:CR44294		2R	10026356	10026758
FBgn0033473	ptch	CG12128	2R	10026839	10030668
FBgn0033474	CG1407		2R	10028443	10032893
FBgn0033475	CG12129		2R	10033304	10034698
FBgn0033476	oys	CG18445	2R	10034595	10048619
FBgn0085249	CG34220		2R	10041065	10043507
FBgn0265341	lncRNA:CR44295	CG44295	2R	10044035	10045196
FBgn0040773	COX7C	CG2249	2R	10048353	10050066
FBgn0265342	COX7CL	CG44296	2R	10050348	10050874
FBgn0263260	sel	CG12918	2R	10050862	10052167
FBgn0262169	magu	CG2264	2R	10052541	10063712
FBgn0265343	asRNA:CR44297		2R	10052643	10052995
FBgn0265344	lncRNA:CR44298		2R	10053095	10053393
FBgn0010385	Def	CG1385	2R	10054178	10054576
FBgn0033479	PIG-N	CG2292	2R	10063385	10066514
FBgn0033480	mRpL42	CG12921	2R	10066650	10067242
FBgn0013435	Cdc2rk	CG1362	2R	10067217	10068702
FBgn0033481	CG12920		2R	10069106	10071067
FBgn0033482	CG1371		2R	10070981	10075645
FBgn0033483	egr	CG12919	2R	10078366	10084210
FBgn0286727	snoRNA:Or-ACA7		2R	10080613	10080694
FBgn0263201	scaRNA:MeU1b-A234		2R	10080788	10080924
FBgn0286726	snoRNA:Or-ACA6		2R	10081188	10081325
FBgn0286728	snoRNA:CD69		2R	10082253	10082322
FBgn0033484	CG2269		2R	10085169	10096416
FBgn0028560	sut4	CG1380	2R	10085442	10087127
FBgn0001291	Jra	CG2275	2R	10096480	10098556
FBgn0033485	RpLP0-like	CG1381	2R	10098518	10099590
FBgn0004907	14-3-3zeta	CG17870	2R	10099677	10109687
FBgn0003071	Pfk	CG4001	2R	10109740	10117457
FBgn0033486	dmpd	CG11866	2R	10117694	10121451
FBgn0010531	Ccs	CG17753	2R	10121486	10122574
FBgn0050011	gem	CG30011	2R	10124293	10137472
FBgn0284235	CG46319		2R	10124293	10137472
FBgn0033490	CG12917		2R	10137656	10139267
FBgn0263444	asRNA:CR43467		2R	10139262	10142074
FBgn0026388	Or46a	CG17849	2R	10139264	10142074
FBgn0033491	CG18011	CG17847	2R	10142338	10146206
FBgn0033494	KCNQ	CG12215	2R	10145897	10192394
FBgn0266626	asRNA:CR45133		2R	10152717	10154345
FBgn0265512	mlt	CG12214	2R	10155916	10158931
FBgn0085250	CG34221		2R	10197136	10199711
FBgn0000448	Hr3	CG12208	2R	10203995	10237348
FBgn0033497	CG12912		2R	10205454	10234607
FBgn0284237	CG46321		2R	10205454	10227957
FBgn0284238	lncRNA:CR46322		2R	10209724	10211347
FBgn0266803	lncRNA:CR45265		2R	10237744	10238145
FBgn0005619	Hdc	CG3454	2R	10237988	10246077
FBgn0033498	CG12209		2R	10246071	10247560
FBgn0033499	CG12914		2R	10247814	10249404
FBgn0033500	Csgalnact	CG12913	2R	10249220	10255495
FBgn0003660	Syb	CG12210	2R	10249435	10252417
FBgn0033501	CG12911		2R	10256686	10261276
FBgn0050009	lncRNA:CR30009		2R	10261315	10263827
FBgn0033502	CG12910		2R	10265057	10269205
FBgn0033504	CAP	CG18409	2R	10269016	10307024
FBgn0028426	RNaseZ	CG3298	2R	10307030	10309794
FBgn0033507	CG12909		2R	10310113	10311143
FBgn0033508	Obp46a	CG12905	2R	10311172	10312023
FBgn0026403	Ndg	CG12908	2R	10313891	10322104
FBgn0250822	CG34222		2R	10319844	10320500
FBgn0261698	SLO2	CG34363	2R	10322195	10416996
FBgn0262791	CG43172		2R	10351533	10352161
FBgn0262836	CG43200		2R	10351533	10352161
FBgn0284083	CG46305		2R	10351533	10352161
FBgn0262790	CG43171		2R	10352456	10353114
FBgn0262807	CG43178		2R	10352456	10353114
FBgn0262837	CG43201		2R	10352456	10353114
FBgn0283625	CG46298	CG12907	2R	10353368	10354389
FBgn0033512	CG12902		2R	10354724	10355831
FBgn0263271	CG43397		2R	10354724	10355831
FBgn0261686	CG42733	CG12901	2R	10356171	10356800
FBgn0263270	CG43396		2R	10360213	10360840
FBgn0041242	Gr47a	CG12906	2R	10362185	10363584
FBgn0265141	Ir47b		2R	10376238	10377540
FBgn0033515	Ir47a	CG12900	2R	10377128	10380109
FBgn0033516	CG12898		2R	10406975	10407445
FBgn0262806	CR43177	CG43177	2R	10408504	10408953
FBgn0053477	CG33477		2R	10409155	10409751
FBgn0053476	CG33476		2R	10409985	10410570
FBgn0053475	CG33475		2R	10410770	10411213
FBgn0033518	Prx6c	CG11765	2R	10418718	10419761
FBgn0033519	CG11825	CG13432	2R	10420414	10423650
FBgn0053474	Pex11g	CG33474	2R	10421706	10422989
FBgn0033520	Prx6b	CG12405	2R	10424436	10425471
FBgn0033521	CG12896		2R	10426880	10427915
FBgn0262114	RanBPM	CG11763	2R	10429708	10436581
FBgn0033523	CG12895		2R	10436598	10437382
FBgn0001122	Galphao	CG2204	2R	10437985	10465701
FBgn0033524	Cyp49a1	CG12894	2R	10449350	10458892
FBgn0033526	Caf1-105	CG12892	2R	10466001	10468540
FBgn0033527	CG11777		2R	10468616	10469643
FBgn0261862	whd	CG12891	2R	10469473	10478567
FBgn0266627	asRNA:CR45134		2R	10478043	10478795
FBgn0033528	trsn	CG11761	2R	10479011	10480111
FBgn0033529	Pef	CG17765	2R	10480163	10481886
FBgn0283521	lola	CG12052	2R	10481894	10543291
FBgn0264817	pre-lola-G	CG44025	2R	10481894	10485252
FBgn0263466	snoRNA:lola-a		2R	10536495	10536660
FBgn0263481	snoRNA:lola-b		2R	10536745	10536905
FBgn0263482	snoRNA:lola-c		2R	10536950	10537120
FBgn0263483	snoRNA:lola-d		2R	10537135	10537270
FBgn0266628	asRNA:CR45135		2R	10541595	10541995
FBgn0283426	lncRNA:acal		2R	10544925	10547260
FBgn0263102	psq	CG2368	2R	10557888	10617280
FBgn0033538	CG11883		2R	10617662	10641807
FBgn0033539	Git	CG16728	2R	10641818	10645427
FBgn0033540	Elp2	CG1187	2R	10645735	10648634
FBgn0033541	CG12934		2R	10648888	10649830
FBgn0265645	lncRNA:CR44452		2R	10656695	10657545
FBgn0267949	lncRNA:CR46229		2R	10671648	10672622
FBgn0024836	stan	CG11895	2R	10673345	10721138
FBgn0005586	Rab3	CG7576	2R	10721335	10729203
FBgn0033542	CAH13	CG12309	2R	10725270	10727272
FBgn0033543	Daao1	CG12338	2R	10729578	10731528
