gene_id	chr	start	end	strand	length
gene:Zm00001eb091910	2	143100823	143101296	-	474
gene:Zm00001eb091920	2	143204471	143205580	+	1110
gene:Zm00001eb091930	2	143443519	143443872	+	354
gene:Zm00001eb091940	2	143558655	143561186	-	2532
gene:Zm00001eb091950	2	143560059	143561062	+	1004
gene:Zm00001eb091960	2	143636682	143639178	+	2497
gene:Zm00001eb091970	2	143638506	143639049	-	544
gene:Zm00001eb091980	2	143762980	143764946	-	1967
gene:Zm00001eb091990	2	143763948	143764910	+	963
gene:Zm00001eb092000	2	143777758	143778417	+	660
gene:Zm00001eb092010	2	143778604	143780168	+	1565
gene:Zm00001eb092020	2	143779789	143780809	-	1021
gene:Zm00001eb092030	2	143781108	143781702	+	595
gene:Zm00001eb092040	2	143866530	143883419	-	16890
gene:Zm00001eb092050	2	144022144	144026831	-	4688
gene:Zm00001eb092060	2	144231602	144236147	-	4546
gene:Zm00001eb092070	2	144235660	144238897	-	3238
gene:Zm00001eb092080	2	144431446	144435964	+	4519
gene:Zm00001eb092090	2	144463640	144467946	-	4307
gene:Zm00001eb092100	2	144688212	144706690	+	18479
gene:Zm00001eb092110	2	144699152	144699839	-	688
gene:Zm00001eb092120	2	144710516	144712029	-	1514
gene:Zm00001eb092130	2	144766893	144772010	-	5118
gene:Zm00001eb092140	2	144777625	144778206	+	582
gene:Zm00001eb092150	2	144779411	144779924	+	514
gene:Zm00001eb092160	2	144784191	144785028	-	838
gene:Zm00001eb092170	2	144784300	144784776	+	477
gene:Zm00001eb092180	2	144785329	144791467	-	6139
gene:Zm00001eb092190	2	144980150	144981090	-	941
gene:Zm00001eb092200	2	144981196	144991240	-	10045
gene:Zm00001eb092210	2	145002914	145003378	+	465
gene:Zm00001eb092220	2	145012525	145013569	-	1045
gene:Zm00001eb092230	2	145013763	145019458	-	5696
gene:Zm00001eb092240	2	145098044	145101268	+	3225
gene:Zm00001eb092250	2	145269346	145281032	-	11687
gene:Zm00001eb092260	2	145284584	145320032	-	35449
gene:Zm00001eb092270	2	145464669	145469853	-	5185
gene:Zm00001eb092280	2	145536708	145538255	+	1548
gene:Zm00001eb092290	2	145536809	145537146	-	338
gene:Zm00001eb092300	2	145709601	145711241	-	1641
gene:Zm00001eb092310	2	145794719	145795312	+	594
gene:Zm00001eb092320	2	145801300	145801893	+	594
gene:Zm00001eb092330	2	145816768	145817361	+	594
gene:Zm00001eb092340	2	145823349	145823942	+	594
gene:Zm00001eb092350	2	145866616	145868593	-	1978
gene:Zm00001eb092360	2	145884820	145885680	-	861
gene:Zm00001eb092370	2	145892815	145894160	+	1346
gene:Zm00001eb092380	2	146021421	146022007	-	587
gene:Zm00001eb092390	2	146022037	146022933	-	897
gene:Zm00001eb092400	2	146029498	146030244	+	747
gene:Zm00001eb092410	2	146149942	146150240	+	299
gene:Zm00001eb092420	2	146205321	146205642	+	322
gene:Zm00001eb092430	2	146255750	146257099	-	1350
gene:Zm00001eb092440	2	146260120	146260737	+	618
gene:Zm00001eb092450	2	146273796	146278756	-	4961
gene:Zm00001eb092460	2	146414358	146415104	+	747
gene:Zm00001eb092470	2	146482100	146482455	+	356
gene:Zm00001eb092480	2	146775135	146776630	-	1496
gene:Zm00001eb092490	2	146793483	146794258	+	776
gene:Zm00001eb092500	2	146794705	146795654	+	950
gene:Zm00001eb092510	2	146857372	146858332	-	961
gene:Zm00001eb092520	2	146862186	146862770	-	585
gene:Zm00001eb092530	2	146923815	146924576	-	762
gene:Zm00001eb092540	2	147040782	147041974	+	1193
gene:Zm00001eb092550	2	147116663	147118290	-	1628
gene:Zm00001eb092560	2	147302797	147304095	+	1299
gene:Zm00001eb092570	2	147304209	147308930	-	4722
gene:Zm00001eb092580	2	147429829	147431063	+	1235
gene:Zm00001eb092590	2	147474165	147479002	-	4838
gene:Zm00001eb092600	2	147481902	147484061	-	2160
gene:Zm00001eb092610	2	147633645	147635031	-	1387
gene:Zm00001eb092620	2	147633764	147635183	+	1420
gene:Zm00001eb092630	2	147655874	147680171	+	24298
gene:Zm00001eb092640	2	147722275	147723205	+	931
gene:Zm00001eb092650	2	147735806	147737107	-	1302
gene:Zm00001eb092660	2	147768593	147769539	-	947
gene:Zm00001eb092670	2	147768807	147769151	+	345
gene:Zm00001eb092680	2	147773336	147778129	-	4794
gene:Zm00001eb092690	2	147912095	147914225	-	2131
gene:Zm00001eb092700	2	147980225	147984939	-	4715
gene:Zm00001eb092710	2	148024840	148025922	-	1083
gene:Zm00001eb092720	2	148311818	148315942	+	4125
gene:Zm00001eb092730	2	148334606	148337557	+	2952
gene:Zm00001eb092740	2	148338623	148341662	-	3040
gene:Zm00001eb092750	2	148338623	148341728	-	3106
gene:Zm00001eb092760	2	148341339	148342020	+	682
gene:Zm00001eb092770	2	148461814	148463257	+	1444
gene:Zm00001eb092780	2	148546741	148547733	+	993
gene:Zm00001eb092790	2	148660801	148667922	-	7122
gene:Zm00001eb092800	2	148761647	148764479	-	2833
gene:Zm00001eb092810	2	148917410	148926319	+	8910
gene:Zm00001eb092820	2	148917609	148919048	-	1440
gene:Zm00001eb092830	2	148956284	148958224	+	1941
gene:Zm00001eb092840	2	148959190	148961942	+	2753
gene:Zm00001eb092850	2	149003178	149006169	+	2992
gene:Zm00001eb092860	2	149003186	149003856	-	671
gene:Zm00001eb092870	2	149010625	149013876	-	3252
gene:Zm00001eb092880	2	149088474	149091772	-	3299
gene:Zm00001eb092890	2	149283745	149286362	+	2618
gene:Zm00001eb092900	2	149287661	149291098	-	3438
gene:Zm00001eb092910	2	149328552	149345553	+	17002
gene:Zm00001eb092920	2	149345763	149346933	-	1171
gene:Zm00001eb092930	2	149345873	149353206	+	7334
gene:Zm00001eb092940	2	149454841	149455197	-	357
gene:Zm00001eb092950	2	149528548	149529204	-	657
gene:Zm00001eb092960	2	149605739	149610653	-	4915
gene:Zm00001eb092970	2	149653969	149655680	+	1712
gene:Zm00001eb092980	2	149725530	149726273	-	744
gene:Zm00001eb092990	2	149798037	149802184	+	4148
gene:Zm00001eb093000	2	149877699	149882653	-	4955
gene:Zm00001eb093010	2	149894802	149899690	+	4889
gene:Zm00001eb093020	2	149993811	149995200	+	1390
gene:Zm00001eb093030	2	149994557	149994917	-	361
gene:Zm00001eb093050	2	149995389	149995864	-	476
gene:Zm00001eb093040	2	149995389	150000285	+	4897
gene:Zm00001eb093060	2	149996035	149997133	-	1099
gene:Zm00001eb093070	2	149997248	149999284	-	2037
gene:Zm00001eb093080	2	150064751	150065082	-	332
gene:Zm00001eb093090	2	150092276	150093187	-	912
gene:Zm00001eb093100	2	150152241	150152856	-	616
gene:Zm00001eb093110	2	150330588	150334511	+	3924
gene:Zm00001eb093120	2	150353924	150358381	+	4458
gene:Zm00001eb093130	2	150358522	150373021	+	14500
gene:Zm00001eb093140	2	150389540	150392511	+	2972
gene:Zm00001eb093150	2	150458679	150462095	+	3417
gene:Zm00001eb093160	2	150527057	150532648	-	5592
gene:Zm00001eb093170	2	150536738	150537370	+	633
gene:Zm00001eb093180	2	150546353	150546946	-	594
gene:Zm00001eb093190	2	150628220	150629526	+	1307
gene:Zm00001eb093200	2	150737637	150741196	+	3560
gene:Zm00001eb093210	2	151042341	151043198	-	858
gene:Zm00001eb093220	2	151042401	151043183	+	783
gene:Zm00001eb093230	2	151134200	151138821	-	4622
gene:Zm00001eb093240	2	151170726	151179252	+	8527
gene:Zm00001eb093250	2	151392014	151396908	-	4895
gene:Zm00001eb093260	2	151625957	151659131	+	33175
gene:Zm00001eb093270	2	151660664	151667307	-	6644
gene:Zm00001eb093280	2	151668216	151682688	-	14473
gene:Zm00001eb093290	2	151967354	151974558	+	7205
gene:Zm00001eb093300	2	151975950	151978702	-	2753
gene:Zm00001eb093310	2	152009688	152010789	-	1102
gene:Zm00001eb093320	2	152057387	152066883	-	9497
gene:Zm00001eb093330	2	152084413	152085144	+	732
gene:Zm00001eb093340	2	152136036	152145604	-	9569
gene:Zm00001eb093350	2	152227330	152228219	+	890
gene:Zm00001eb093360	2	152234899	152240334	+	5436
gene:Zm00001eb093370	2	152362832	152363903	+	1072
gene:Zm00001eb093380	2	152402164	152408835	+	6672
gene:Zm00001eb093390	2	152488493	152499421	+	10929
gene:Zm00001eb093400	2	152841523	152844562	-	3040
gene:Zm00001eb093410	2	152847100	152850437	+	3338
gene:Zm00001eb093420	2	152850567	152851071	-	505
gene:Zm00001eb093430	2	152901305	152906124	+	4820
gene:Zm00001eb093440	2	152995948	152999988	+	4041
gene:Zm00001eb093450	2	153006044	153007318	+	1275
gene:Zm00001eb093460	2	153052314	153056913	+	4600
gene:Zm00001eb093470	2	153052726	153053149	-	424
gene:Zm00001eb093480	2	153058031	153059771	+	1741
gene:Zm00001eb093490	2	153202194	153205868	+	3675
gene:Zm00001eb093500	2	153206424	153207357	-	934
gene:Zm00001eb093510	2	153214668	153218548	+	3881
gene:Zm00001eb093520	2	153231940	153233446	+	1507
gene:Zm00001eb093530	2	153256698	153258107	+	1410
gene:Zm00001eb093540	2	153487229	153511889	+	24661
gene:Zm00001eb093550	2	153524869	153528956	+	4088
gene:Zm00001eb093560	2	153662240	153668269	+	6030
gene:Zm00001eb093570	2	153839943	153842106	-	2164
gene:Zm00001eb093580	2	153850236	153852288	+	2053
gene:Zm00001eb093590	2	153853849	153860713	-	6865
gene:Zm00001eb093600	2	154100944	154102103	-	1160
gene:Zm00001eb093610	2	154121741	154122556	+	816
gene:Zm00001eb093620	2	154177373	154177881	-	509
gene:Zm00001eb093630	2	154356358	154358658	+	2301
gene:Zm00001eb093640	2	154359565	154363823	+	4259
gene:Zm00001eb093650	2	154371389	154372991	-	1603
gene:Zm00001eb093660	2	154443901	154444864	-	964
gene:Zm00001eb093670	2	154484874	154488700	-	3827
gene:Zm00001eb093680	2	154566533	154574623	-	8091
gene:Zm00001eb093690	2	154574864	154577104	-	2241
gene:Zm00001eb093700	2	154683254	154685804	+	2551
gene:Zm00001eb093710	2	154781486	154784474	-	2989
gene:Zm00001eb093720	2	154783448	154784613	+	1166
gene:Zm00001eb093730	2	154956015	154971327	+	15313
gene:Zm00001eb093740	2	154962650	154963479	-	830
gene:Zm00001eb093750	2	155043164	155048143	+	4980
gene:Zm00001eb093760	2	155045358	155046037	-	680
gene:Zm00001eb093770	2	155091457	155091974	+	518
gene:Zm00001eb093780	2	155145456	155147125	+	1670
gene:Zm00001eb093790	2	155169039	155169383	-	345
gene:Zm00001eb093800	2	155176985	155178170	+	1186
gene:Zm00001eb093810	2	155180277	155183188	-	2912
gene:Zm00001eb093820	2	155506681	155522000	+	15320
gene:Zm00001eb093830	2	155589595	155590918	+	1324
gene:Zm00001eb093840	2	155592948	155597842	+	4895
gene:Zm00001eb093850	2	155593245	155594439	-	1195
gene:Zm00001eb093860	2	155816180	155819584	-	3405
gene:Zm00001eb093870	2	155969783	155972094	+	2312
gene:Zm00001eb093880	2	155969868	155971801	-	1934
gene:Zm00001eb093890	2	155997073	155999913	+	2841
gene:Zm00001eb093900	2	156032587	156034806	+	2220
gene:Zm00001eb093910	2	156035220	156037653	-	2434
gene:Zm00001eb093920	2	156072875	156074158	-	1284
gene:Zm00001eb093930	2	156120469	156121686	+	1218
gene:Zm00001eb093940	2	156169453	156170852	+	1400
gene:Zm00001eb093950	2	156371443	156372071	+	629
gene:Zm00001eb093960	2	156372198	156372850	+	653
gene:Zm00001eb093970	2	156610575	156614700	-	4126
gene:Zm00001eb093980	2	156640569	156674207	+	33639
gene:Zm00001eb093990	2	156670126	156670519	-	394
gene:Zm00001eb094000	2	156675752	156678795	+	3044
gene:Zm00001eb094010	2	156733931	156734272	-	342
gene:Zm00001eb094020	2	156789124	156789566	-	443
gene:Zm00001eb094030	2	156789608	156789925	-	318
gene:Zm00001eb094040	2	156948040	156950830	-	2791
gene:Zm00001eb094050	2	156951733	156955803	-	4071
gene:Zm00001eb094060	2	156956901	156957769	+	869
gene:Zm00001eb094070	2	156995789	156998115	+	2327
gene:Zm00001eb094080	2	157000447	157000899	+	453
gene:Zm00001eb094090	2	157076413	157077945	+	1533
gene:Zm00001eb094100	2	157286146	157286773	+	628
gene:Zm00001eb094110	2	157304271	157304742	+	472
gene:Zm00001eb094120	2	157308385	157310089	+	1705
gene:Zm00001eb094130	2	157511285	157511816	+	532
gene:Zm00001eb094140	2	157529406	157529877	+	472
gene:Zm00001eb094150	2	157534104	157535081	+	978
gene:Zm00001eb094160	2	157554580	157559169	-	4590
gene:Zm00001eb094170	2	157558908	157560209	+	1302
gene:Zm00001eb094180	2	157560694	157564284	-	3591
gene:Zm00001eb094190	2	157563523	157564500	+	978
gene:Zm00001eb094200	2	157594081	157607319	-	13239
gene:Zm00001eb094210	2	157609302	157613624	+	4323
gene:Zm00001eb094220	2	157667599	157673843	+	6245
gene:Zm00001eb094230	2	157677499	157679506	+	2008
gene:Zm00001eb094240	2	157709892	157711946	+	2055
gene:Zm00001eb094250	2	157724325	157735034	-	10710
gene:Zm00001eb094260	2	157736859	157738247	+	1389
gene:Zm00001eb094270	2	157737349	157737896	-	548
gene:Zm00001eb094280	2	157780605	157781495	-	891
gene:Zm00001eb094290	2	157801034	157801906	-	873
gene:Zm00001eb094300	2	157887930	157892645	-	4716
gene:Zm00001eb094310	2	157968375	157970794	+	2420
gene:Zm00001eb094320	2	158076559	158081145	+	4587
gene:Zm00001eb094330	2	158084097	158087728	-	3632
gene:Zm00001eb094340	2	158089815	158098689	-	8875
gene:Zm00001eb094350	2	158215871	158219519	-	3649
gene:Zm00001eb094360	2	158334995	158337457	+	2463
gene:Zm00001eb094370	2	158352964	158357574	+	4611
gene:Zm00001eb094380	2	158420453	158427927	+	7475
gene:Zm00001eb094390	2	158488567	158503337	+	14771
gene:Zm00001eb094400	2	158506020	158514124	+	8105
gene:Zm00001eb094410	2	158515372	158516045	-	674
gene:Zm00001eb094420	2	158516746	158528822	-	12077
gene:Zm00001eb094430	2	158706029	158711243	-	5215
gene:Zm00001eb094440	2	158876217	158877013	+	797
gene:Zm00001eb094450	2	158877553	158878295	+	743
gene:Zm00001eb094460	2	159000646	159005543	-	4898
gene:Zm00001eb094470	2	159093125	159093457	+	333
gene:Zm00001eb094480	2	159162519	159171768	+	9250
gene:Zm00001eb094490	2	159223051	159248570	+	25520
gene:Zm00001eb094500	2	159494214	159494557	+	344
gene:Zm00001eb094510	2	159498446	159501864	-	3419
gene:Zm00001eb094520	2	159637075	159666715	+	29641
gene:Zm00001eb094530	2	160097997	160098295	-	299
gene:Zm00001eb094540	2	160344189	160349961	+	5773
gene:Zm00001eb094550	2	160411330	160464619	-	53290
gene:Zm00001eb094560	2	160575193	160581423	+	6231
gene:Zm00001eb094570	2	160668429	160679466	-	11038
gene:Zm00001eb094580	2	160757926	160773611	-	15686
gene:Zm00001eb094590	2	160859981	160860737	-	757
gene:Zm00001eb094600	2	160860236	160860693	+	458
gene:Zm00001eb094610	2	160906227	160907266	-	1040
gene:Zm00001eb094620	2	160977800	160981661	+	3862
gene:Zm00001eb094630	2	161025793	161030538	-	4746
gene:Zm00001eb094640	2	161061343	161062088	-	746
gene:Zm00001eb094650	2	161080422	161080757	-	336
gene:Zm00001eb094660	2	161085676	161086011	-	336
gene:Zm00001eb094670	2	161226305	161232000	+	5696
gene:Zm00001eb094680	2	161285141	161290265	+	5125
gene:Zm00001eb094690	2	161363406	161372577	-	9172
gene:Zm00001eb094700	2	161445630	161466499	-	20870
gene:Zm00001eb094710	2	161539319	161541628	-	2310
gene:Zm00001eb094720	2	161675143	161675505	-	363
gene:Zm00001eb094730	2	161723863	161727988	-	4126
gene:Zm00001eb094740	2	161755881	161757360	-	1480
gene:Zm00001eb094750	2	161757465	161760100	+	2636
gene:Zm00001eb094760	2	161773692	161786503	+	12812
gene:Zm00001eb094770	2	161797562	161805667	-	8106
gene:Zm00001eb094780	2	161811232	161812326	-	1095
gene:Zm00001eb094790	2	161812393	161812845	-	453
gene:Zm00001eb094800	2	161813233	161813859	-	627
gene:Zm00001eb094810	2	161813921	161814299	-	379
gene:Zm00001eb094820	2	161830502	161834907	-	4406
gene:Zm00001eb094830	2	161865257	161866939	+	1683
gene:Zm00001eb094840	2	161964940	161997894	+	32955
gene:Zm00001eb094850	2	161991814	161992274	-	461
gene:Zm00001eb094860	2	162040565	162042941	-	2377
gene:Zm00001eb094870	2	162065948	162070202	-	4255
gene:Zm00001eb094880	2	162143875	162154255	-	10381
gene:Zm00001eb094890	2	162271068	162276069	-	5002
gene:Zm00001eb094900	2	162303155	162305797	+	2643
gene:Zm00001eb094910	2	162319700	162320944	+	1245
gene:Zm00001eb094920	2	162320196	162320839	-	644
gene:Zm00001eb094930	2	162410016	162418841	+	8826
gene:Zm00001eb094940	2	162457724	162464867	+	7144
gene:Zm00001eb094950	2	162481631	162489026	+	7396
gene:Zm00001eb094960	2	162573910	162581612	+	7703
gene:Zm00001eb094970	2	162728173	162731169	-	2997
gene:Zm00001eb094980	2	162777365	162780803	-	3439
gene:Zm00001eb094990	2	162784088	162787674	+	3587
gene:Zm00001eb095000	2	162874943	162883872	+	8930
gene:Zm00001eb095010	2	162889727	162893463	-	3737
gene:Zm00001eb095020	2	162910876	162914856	-	3981
gene:Zm00001eb095030	2	162952551	162955197	+	2647
gene:Zm00001eb095040	2	162954999	162956859	+	1861
gene:Zm00001eb095050	2	162968613	162974486	+	5874
gene:Zm00001eb095060	2	163006674	163007135	-	462
gene:Zm00001eb095070	2	163112991	163117918	-	4928
gene:Zm00001eb095080	2	163176694	163179001	+	2308
gene:Zm00001eb095090	2	163306347	163307285	+	939
gene:Zm00001eb095100	2	163359197	163364502	-	5306
gene:Zm00001eb095110	2	163462313	163464023	-	1711
gene:Zm00001eb095120	2	163713327	163714894	-	1568
gene:Zm00001eb095130	2	163824764	163825255	-	492
gene:Zm00001eb095140	2	163838490	163838786	+	297
gene:Zm00001eb095150	2	163838943	163839179	+	237
gene:Zm00001eb095160	2	163839829	163845722	+	5894
gene:Zm00001eb095170	2	163870939	163871259	+	321
gene:Zm00001eb095180	2	164397747	164398369	-	623
gene:Zm00001eb095190	2	164437014	164439438	-	2425
gene:Zm00001eb095200	2	164517699	164523517	+	5819
gene:Zm00001eb095210	2	164587700	164588756	+	1057
gene:Zm00001eb095220	2	164587722	164588598	-	877
gene:Zm00001eb095230	2	164603123	164606933	-	3811
gene:Zm00001eb095240	2	164994078	164999538	+	5461
gene:Zm00001eb095250	2	165161688	165163248	-	1561
gene:Zm00001eb095260	2	165213180	165220632	-	7453
gene:Zm00001eb095270	2	165228694	165234934	-	6241
gene:Zm00001eb095280	2	165235578	165237105	-	1528
gene:Zm00001eb095290	2	165342521	165349232	-	6712
gene:Zm00001eb095300	2	165399690	165406072	+	6383
gene:Zm00001eb095310	2	165401987	165403477	-	1491
gene:Zm00001eb095320	2	165407609	165415884	-	8276
gene:Zm00001eb095330	2	165455657	165460896	+	5240
gene:Zm00001eb095340	2	165471628	165473137	+	1510
gene:Zm00001eb095350	2	165512355	165518348	+	5994
gene:Zm00001eb095360	2	165607949	165609053	+	1105
gene:Zm00001eb095370	2	165686175	165689863	+	3689
gene:Zm00001eb095380	2	165687235	165687596	-	362
gene:Zm00001eb095390	2	165761531	165763960	-	2430
gene:Zm00001eb095400	2	165812612	165814371	+	1760
gene:Zm00001eb095410	2	165816972	165884895	-	67924
gene:Zm00001eb095420	2	165920663	165922969	-	2307
gene:Zm00001eb095430	2	165937441	165937956	-	516
gene:Zm00001eb095440	2	166024613	166036698	+	12086
gene:Zm00001eb095450	2	166039281	166040287	+	1007
gene:Zm00001eb095460	2	166182346	166182898	+	553
gene:Zm00001eb095470	2	166184962	166185931	-	970
gene:Zm00001eb095480	2	166273248	166288490	+	15243
gene:Zm00001eb095490	2	166285899	166287168	-	1270
gene:Zm00001eb095500	2	166373925	166383826	-	9902
gene:Zm00001eb095510	2	166516933	166522696	-	5764
gene:Zm00001eb095520	2	166549067	166549690	+	624
gene:Zm00001eb095530	2	166658652	166664196	-	5545
gene:Zm00001eb095540	2	166900507	166906461	+	5955
gene:Zm00001eb095550	2	167021674	167022917	-	1244
gene:Zm00001eb095560	2	167384845	167405370	+	20526
gene:Zm00001eb095570	2	167405600	167407926	+	2327
gene:Zm00001eb095580	2	167425436	167426143	-	708
gene:Zm00001eb095590	2	167425555	167425979	+	425
gene:Zm00001eb095600	2	167468425	167469407	-	983
gene:Zm00001eb095610	2	167473023	167473567	-	545
gene:Zm00001eb095620	2	167752814	167755257	+	2444
gene:Zm00001eb095630	2	167884100	167892257	-	8158
gene:Zm00001eb095640	2	168003513	168012351	+	8839
gene:Zm00001eb095650	2	168010946	168012325	-	1380
gene:Zm00001eb095660	2	168132968	168136293	+	3326
gene:Zm00001eb095670	2	168222060	168223326	-	1267
gene:Zm00001eb095680	2	168247133	168247592	-	460
gene:Zm00001eb095690	2	168274815	168276647	+	1833
gene:Zm00001eb095700	2	168276901	168293775	-	16875
gene:Zm00001eb095710	2	168388452	168390699	-	2248
gene:Zm00001eb095720	2	168434440	168435685	+	1246
gene:Zm00001eb095730	2	168531736	168535409	+	3674
gene:Zm00001eb095740	2	168603098	168604649	-	1552
gene:Zm00001eb095750	2	168627694	168632100	-	4407
gene:Zm00001eb095760	2	168711390	168712901	-	1512
gene:Zm00001eb095770	2	168769701	168773922	+	4222
gene:Zm00001eb095780	2	168842246	168842644	-	399
gene:Zm00001eb095790	2	168928780	168930621	-	1842
gene:Zm00001eb095800	2	169015055	169018298	+	3244
gene:Zm00001eb095810	2	169051114	169051736	-	623
gene:Zm00001eb095820	2	169115433	169116854	+	1422
gene:Zm00001eb095830	2	169185605	169186387	-	783
gene:Zm00001eb095840	2	169185814	169188245	+	2432
gene:Zm00001eb095850	2	169208570	169208882	-	313
gene:Zm00001eb095860	2	169208983	169209354	-	372
gene:Zm00001eb095870	2	169325218	169326345	+	1128
gene:Zm00001eb095880	2	169346855	169352766	-	5912
gene:Zm00001eb095890	2	169354285	169359450	-	5166
gene:Zm00001eb095900	2	169354724	169356032	+	1309
gene:Zm00001eb095910	2	169395660	169396064	+	405
gene:Zm00001eb095920	2	169440636	169446060	+	5425
gene:Zm00001eb095930	2	169453179	169455530	-	2352
