rs chr ps
S1_59619532 1 59619532
S1_59625265 1 59625265
S1_59631185 1 59631185
S1_59631309 1 59631309
S1_59631358 1 59631358
S1_59631362 1 59631362
S1_59631393 1 59631393
S1_59634451 1 59634451
S1_59634493 1 59634493
S1_59638042 1 59638042
S1_59638313 1 59638313
S1_59638318 1 59638318
S1_59639714 1 59639714
S1_59640624 1 59640624
S1_59640658 1 59640658
S1_59642090 1 59642090
S1_59642161 1 59642161
S1_59650736 1 59650736
S1_59660278 1 59660278
S1_59687772 1 59687772
S1_59687785 1 59687785
S1_59704141 1 59704141
S1_59706833 1 59706833
S1_59707873 1 59707873
S1_59707885 1 59707885
S1_59714584 1 59714584
S1_59741514 1 59741514
S1_59741577 1 59741577
S1_59741595 1 59741595
S1_59748742 1 59748742
S1_59778420 1 59778420
S1_59783682 1 59783682
S1_59792620 1 59792620
S1_59796448 1 59796448
S1_59796464 1 59796464
S1_59796476 1 59796476
S1_59801372 1 59801372
S1_59801446 1 59801446
S1_59806203 1 59806203
S1_59807609 1 59807609
S1_59807896 1 59807896
S1_59807901 1 59807901
S1_59807953 1 59807953
S1_59830165 1 59830165
S1_59839318 1 59839318
S1_59858161 1 59858161
S1_59858206 1 59858206
S1_59862312 1 59862312
S1_59871764 1 59871764
S1_59883136 1 59883136
S1_59883438 1 59883438
S1_59883450 1 59883450
S1_59883738 1 59883738
S1_59883756 1 59883756
S1_59883758 1 59883758
S1_59887490 1 59887490
S1_59887493 1 59887493
S1_59897645 1 59897645
S1_59908855 1 59908855
S1_59908857 1 59908857
S1_59911120 1 59911120
S1_59911141 1 59911141
S1_59911144 1 59911144
S1_59957183 1 59957183
S1_59964298 1 59964298
S1_59972097 1 59972097
S1_59999703 1 59999703
S1_60000727 1 60000727
S1_60000730 1 60000730
S1_60000807 1 60000807
S1_60000832 1 60000832
S1_60007938 1 60007938
S1_60010699 1 60010699
S1_60010871 1 60010871
S1_60016217 1 60016217
S1_60021884 1 60021884
S1_60021983 1 60021983
S1_60021984 1 60021984
S1_60021985 1 60021985
S1_60021992 1 60021992
S1_60022002 1 60022002
S1_60022005 1 60022005
S1_60022008 1 60022008
S1_60022009 1 60022009
S1_60022010 1 60022010
S1_60022012 1 60022012
S1_60022013 1 60022013
S1_60022113 1 60022113
S1_60022114 1 60022114
S1_60026629 1 60026629
S1_60027943 1 60027943
S1_60028036 1 60028036
S1_60028043 1 60028043
S1_60028907 1 60028907
S1_60029005 1 60029005
S1_60029041 1 60029041
S1_60030033 1 60030033
S1_60030108 1 60030108
S1_60043340 1 60043340
S1_60044682 1 60044682
S1_60060025 1 60060025
S1_60075535 1 60075535
S1_60075634 1 60075634
S1_60080266 1 60080266
S1_60080888 1 60080888
S1_60080944 1 60080944
S1_60084448 1 60084448
S1_60087455 1 60087455
S1_60107763 1 60107763
S1_60107764 1 60107764
S1_60107925 1 60107925
S1_60107938 1 60107938
S1_60107957 1 60107957
S1_60112144 1 60112144
S1_60112147 1 60112147
S1_60112149 1 60112149
S1_60123314 1 60123314
S1_60123750 1 60123750
S1_60124870 1 60124870
S1_60124884 1 60124884
S1_60125001 1 60125001
S1_60125024 1 60125024
S1_60125083 1 60125083
S1_60125084 1 60125084
S1_60125121 1 60125121
S1_60126134 1 60126134
S1_60126649 1 60126649
S1_60126669 1 60126669
S1_60137125 1 60137125
S1_60137153 1 60137153
S1_60137198 1 60137198
S1_60145434 1 60145434
S1_60158393 1 60158393
S1_60166118 1 60166118
S1_60166151 1 60166151
S1_60166154 1 60166154
S1_60166917 1 60166917
S1_60166967 1 60166967
S1_60172042 1 60172042
S1_60172313 1 60172313
S1_60174627 1 60174627
S1_60181720 1 60181720
S1_60185594 1 60185594
S1_60191004 1 60191004
S1_60192582 1 60192582
S1_60192747 1 60192747
S1_60194093 1 60194093
S1_60201289 1 60201289
S1_60209336 1 60209336
S1_60209340 1 60209340
S1_60209344 1 60209344
S1_60209547 1 60209547
S1_60214200 1 60214200
S1_60224930 1 60224930
S1_60224938 1 60224938
S1_60230711 1 60230711
S1_60235637 1 60235637
S1_60236917 1 60236917
S1_60246034 1 60246034
S1_60271295 1 60271295
S1_60282968 1 60282968
S1_60283318 1 60283318
S1_60285860 1 60285860
S1_60286036 1 60286036
S1_60289287 1 60289287
S1_60289296 1 60289296
S1_60294523 1 60294523
S1_60294529 1 60294529
S1_60294530 1 60294530
S1_60296281 1 60296281
S1_60296283 1 60296283
S1_60296727 1 60296727
S1_60296794 1 60296794
S1_60296799 1 60296799
S1_60300877 1 60300877
S1_60300887 1 60300887
S1_60300902 1 60300902
S1_60302951 1 60302951
S1_60306115 1 60306115
S1_60306117 1 60306117
S1_60318737 1 60318737
S1_60324085 1 60324085
S1_60329083 1 60329083
S1_60329085 1 60329085
S1_60329086 1 60329086
S1_60329089 1 60329089
S1_60329090 1 60329090
S1_60329091 1 60329091
S1_60329160 1 60329160
S1_60329165 1 60329165
S1_60330629 1 60330629
S1_60332339 1 60332339
S1_60332347 1 60332347
S1_60338571 1 60338571
S1_60363079 1 60363079
S1_60371330 1 60371330
S1_60371345 1 60371345
S1_60382701 1 60382701
S1_60395790 1 60395790
S1_60397027 1 60397027
S1_60402907 1 60402907
S1_60416633 1 60416633
S1_60419111 1 60419111
S1_60429437 1 60429437
S1_60429470 1 60429470
S1_60441337 1 60441337
S1_60441399 1 60441399
S1_60443946 1 60443946
S1_60450098 1 60450098
S1_60450376 1 60450376
S1_60452989 1 60452989
S1_60452994 1 60452994
S1_60452998 1 60452998
S1_60465176 1 60465176
S1_60465256 1 60465256
S1_60470584 1 60470584
S1_60487889 1 60487889
S1_60488338 1 60488338
S1_60488363 1 60488363
S1_60488370 1 60488370
S1_60488388 1 60488388
S1_60488428 1 60488428
S1_60488448 1 60488448
S1_60488490 1 60488490
S1_60488561 1 60488561
S1_60488585 1 60488585
S1_60490233 1 60490233
S1_60490279 1 60490279
S1_60492502 1 60492502
S1_60497591 1 60497591
S1_60497658 1 60497658
S1_60501128 1 60501128
S1_60518492 1 60518492
S1_60518750 1 60518750
S1_60522835 1 60522835
S1_60522944 1 60522944
S1_60522986 1 60522986
S1_60532254 1 60532254
S1_60532255 1 60532255
S1_60534566 1 60534566
S1_60534596 1 60534596
S1_60547472 1 60547472
S1_60548400 1 60548400
S1_60554465 1 60554465
S1_60558291 1 60558291
S1_60566499 1 60566499
S1_60566556 1 60566556
S1_60568613 1 60568613
S1_60598119 1 60598119
S1_60598121 1 60598121
S1_60611110 1 60611110
S1_60611790 1 60611790
S1_60612066 1 60612066
S1_60612125 1 60612125
S1_60612174 1 60612174
S1_60612177 1 60612177
S1_60614580 1 60614580
S1_60620217 1 60620217
S1_60632414 1 60632414
S1_60640027 1 60640027
S1_60640028 1 60640028
S1_60642557 1 60642557
S1_60642558 1 60642558
S1_60642575 1 60642575
S1_60642613 1 60642613
S1_60654572 1 60654572
S1_60654950 1 60654950
S1_60654953 1 60654953
S1_60654959 1 60654959
S1_60655028 1 60655028
S1_60655080 1 60655080
S1_60655375 1 60655375
S1_60657548 1 60657548
S1_60658222 1 60658222
S1_60660404 1 60660404
S1_60660452 1 60660452
S1_60671235 1 60671235
S1_60671353 1 60671353
S1_60671504 1 60671504
S1_60671791 1 60671791
S1_60673334 1 60673334
S1_60673347 1 60673347
S1_60700216 1 60700216
S1_60700260 1 60700260
S1_60700340 1 60700340
S1_60705321 1 60705321
S1_60705473 1 60705473
S1_60705626 1 60705626
S1_60706485 1 60706485
S1_60709321 1 60709321
S1_60709786 1 60709786
S1_60711423 1 60711423
S1_60711500 1 60711500
S1_60717555 1 60717555
S1_60730038 1 60730038
S1_60730445 1 60730445
S1_60735691 1 60735691
S1_60736000 1 60736000
S1_60737695 1 60737695
S1_60746323 1 60746323
S1_60746620 1 60746620
S1_60751023 1 60751023
S1_60756318 1 60756318
S1_60756434 1 60756434
S1_60758181 1 60758181
S1_60768539 1 60768539
S1_60773539 1 60773539
S1_60775393 1 60775393
S1_60791520 1 60791520
S1_60792100 1 60792100
S1_60794436 1 60794436
S1_60800802 1 60800802
S1_60800850 1 60800850
S1_60800852 1 60800852
S1_60800854 1 60800854
S1_60811724 1 60811724
S1_60824548 1 60824548
S1_60827269 1 60827269
S1_60827380 1 60827380
S1_60827447 1 60827447
S1_60828895 1 60828895
S1_60834269 1 60834269
S1_60834467 1 60834467
S1_60834535 1 60834535
S1_60839004 1 60839004
S1_60839023 1 60839023
S1_60845116 1 60845116
S1_60851851 1 60851851
S1_60874629 1 60874629
S1_60878887 1 60878887
S1_60897195 1 60897195
S1_60897235 1 60897235
S1_60898897 1 60898897
S1_60901959 1 60901959
S1_60901962 1 60901962
S1_60905153 1 60905153
S1_60944609 1 60944609
S1_60960897 1 60960897
S1_60960927 1 60960927
S1_60961226 1 60961226
S1_60970391 1 60970391
S1_60987584 1 60987584
S1_60993510 1 60993510
S1_60993745 1 60993745
S1_60996741 1 60996741
S1_60996806 1 60996806
S1_61002423 1 61002423
S1_61004897 1 61004897
S1_61006505 1 61006505
S1_61006519 1 61006519
S1_61006541 1 61006541
S1_61006573 1 61006573
S1_61022646 1 61022646
S1_61022647 1 61022647
S1_61022732 1 61022732
S1_61022782 1 61022782
S1_61022783 1 61022783
S1_61022960 1 61022960
S1_61023303 1 61023303
S1_61023348 1 61023348
S1_61023996 1 61023996
S1_61031247 1 61031247
S1_61031294 1 61031294
S1_61031332 1 61031332
S1_61031370 1 61031370
S1_61038271 1 61038271
S1_61038701 1 61038701
S1_61045768 1 61045768
S1_61045817 1 61045817
S1_61048235 1 61048235
S1_61052981 1 61052981
S1_61053247 1 61053247
S1_61053835 1 61053835
S1_61053920 1 61053920
S1_61053937 1 61053937
S1_61054267 1 61054267
S1_61056501 1 61056501
S1_61056813 1 61056813
S1_61057838 1 61057838
S1_61063654 1 61063654
S1_61070238 1 61070238
S1_61079751 1 61079751
S1_61080486 1 61080486
S1_61080487 1 61080487
S1_61080546 1 61080546
S1_61103691 1 61103691
S1_61103719 1 61103719
S1_61103773 1 61103773
S1_61106220 1 61106220
S1_61106392 1 61106392
S1_61108459 1 61108459
S1_61110159 1 61110159
S1_61110689 1 61110689
S1_61110696 1 61110696
S1_61110720 1 61110720
S1_61110877 1 61110877
S1_61111433 1 61111433
S1_61113181 1 61113181
S1_61113270 1 61113270
S1_61113354 1 61113354
S1_61113529 1 61113529
S1_61113564 1 61113564
S1_61114277 1 61114277
S1_61118792 1 61118792
S1_61119318 1 61119318
S1_61120765 1 61120765
S1_61123218 1 61123218
S1_61126047 1 61126047
S1_61126102 1 61126102
S1_61127308 1 61127308
S1_61127346 1 61127346
S1_61127347 1 61127347
S1_61127348 1 61127348
S1_61127517 1 61127517
S1_61127580 1 61127580
S1_61127583 1 61127583
S1_61127645 1 61127645
S1_61128674 1 61128674
S1_61128677 1 61128677
S1_61128797 1 61128797
S1_61130542 1 61130542
S1_61130562 1 61130562
S1_61130602 1 61130602
S1_61130615 1 61130615
S1_61130617 1 61130617
S1_61130755 1 61130755
S1_61131557 1 61131557
S1_61133119 1 61133119
S1_61137216 1 61137216
S1_61137222 1 61137222
S1_61137271 1 61137271
S1_61137295 1 61137295
S1_61137502 1 61137502
S1_61148146 1 61148146
S1_61173155 1 61173155
S1_61173158 1 61173158
S1_61173202 1 61173202
S1_61175588 1 61175588
S1_61175614 1 61175614
S1_61175939 1 61175939
S1_61179434 1 61179434
S1_61179467 1 61179467
S1_61185600 1 61185600
S1_61185757 1 61185757
S1_61189409 1 61189409
S1_61189429 1 61189429
S1_61196901 1 61196901
S1_61197021 1 61197021
S1_61197023 1 61197023
S1_61197070 1 61197070
S1_61209704 1 61209704
S1_61218363 1 61218363
S1_61221530 1 61221530
S1_61221888 1 61221888
S1_61223332 1 61223332
S1_61223335 1 61223335
S1_61223443 1 61223443
S1_61227222 1 61227222
S1_61228167 1 61228167
S1_61228186 1 61228186
S1_61229255 1 61229255
S1_61250727 1 61250727
S1_61250730 1 61250730
S1_61265517 1 61265517
S1_61285311 1 61285311
S1_61293360 1 61293360
S1_61295928 1 61295928
S1_61296017 1 61296017
S1_61298946 1 61298946
S1_61299930 1 61299930
S1_61299946 1 61299946
S1_61299966 1 61299966
S1_61307492 1 61307492
S1_61312644 1 61312644
S1_61328379 1 61328379
S1_61333352 1 61333352
S1_61333392 1 61333392
S1_61336640 1 61336640
S1_61338497 1 61338497
S1_61338904 1 61338904
S1_61340958 1 61340958
S1_61347474 1 61347474
S1_61347997 1 61347997
S1_61355796 1 61355796
S1_61361638 1 61361638
S1_61361649 1 61361649
S1_61361705 1 61361705
S1_61361706 1 61361706
S1_61361707 1 61361707
S1_61361709 1 61361709
S1_61361710 1 61361710
S1_61361713 1 61361713
S1_61363604 1 61363604
S1_61364209 1 61364209
S1_61364802 1 61364802
S1_61364874 1 61364874
S1_61364904 1 61364904
S1_61365814 1 61365814
S1_61365972 1 61365972
S1_61366002 1 61366002
S1_61366028 1 61366028
S1_61366060 1 61366060
S1_61366134 1 61366134
S1_61366291 1 61366291
S1_61368392 1 61368392
S1_61369098 1 61369098
S1_61383262 1 61383262
S1_61383440 1 61383440
S1_61387518 1 61387518
S1_61388371 1 61388371
S1_61388395 1 61388395
S1_61399684 1 61399684
S1_61494507 1 61494507
S1_61507127 1 61507127
S1_61508538 1 61508538
S1_61508540 1 61508540
S1_61509938 1 61509938
S1_61513507 1 61513507
S1_61513520 1 61513520
S1_61517407 1 61517407
S1_61521442 1 61521442
S1_61525843 1 61525843
S1_61527169 1 61527169
S1_61527206 1 61527206
S1_61527244 1 61527244
S1_61527265 1 61527265
S1_61527698 1 61527698
S1_61527812 1 61527812
S1_61531405 1 61531405
S1_61535166 1 61535166
S1_61535198 1 61535198
S1_61538268 1 61538268
S1_61538315 1 61538315
S1_61542593 1 61542593
S1_61546028 1 61546028
S1_61547303 1 61547303
S1_61564090 1 61564090
S1_61582466 1 61582466
S1_61582698 1 61582698
S1_61582699 1 61582699
S1_61582761 1 61582761
S1_61582828 1 61582828
S1_61587646 1 61587646
S1_61587694 1 61587694
S1_61587696 1 61587696
S1_61587698 1 61587698
S1_61587734 1 61587734
S1_61593002 1 61593002
S1_61595023 1 61595023
S1_61595034 1 61595034
S1_61595076 1 61595076
S1_61597849 1 61597849
S1_61597866 1 61597866
S1_61598006 1 61598006
S1_61603716 1 61603716
S1_61606976 1 61606976
S1_61610521 1 61610521
S1_61611401 1 61611401
S1_61616165 1 61616165
S1_61620200 1 61620200
S1_61620277 1 61620277
S1_61626871 1 61626871
S1_61627138 1 61627138
S1_61627142 1 61627142
S1_61629099 1 61629099
S1_61629111 1 61629111
S1_61629177 1 61629177
S1_61629220 1 61629220
S1_61631628 1 61631628
S1_61631820 1 61631820
S1_61631866 1 61631866
S1_61637369 1 61637369
S1_61644228 1 61644228
S1_61644278 1 61644278
S1_61644328 1 61644328
S1_61644843 1 61644843
S1_61644878 1 61644878
S1_61644927 1 61644927
S1_61644928 1 61644928
S1_61645391 1 61645391
S1_61645446 1 61645446
S1_61645485 1 61645485
S1_61653863 1 61653863
S1_61684447 1 61684447
S1_61686532 1 61686532
S1_61696920 1 61696920
S1_61705283 1 61705283
S1_61716181 1 61716181
S1_61721461 1 61721461
S1_61721598 1 61721598
S1_61721662 1 61721662
S1_61723103 1 61723103
S1_61723104 1 61723104
S1_61723107 1 61723107
S1_61723109 1 61723109
S1_61723110 1 61723110
S1_61723112 1 61723112
S1_61723123 1 61723123
S1_61723124 1 61723124
S1_61723127 1 61723127
S1_61723131 1 61723131
S1_61726700 1 61726700
S1_61727702 1 61727702
S1_61742112 1 61742112
S1_61749958 1 61749958
S1_61752417 1 61752417
S1_61752420 1 61752420
S1_61757528 1 61757528
S1_61769512 1 61769512
S1_61769648 1 61769648
S1_61770280 1 61770280
S1_61771241 1 61771241
S1_61773649 1 61773649
S1_61773954 1 61773954
S1_61777652 1 61777652
S1_61777788 1 61777788
S1_61782081 1 61782081
S1_61804773 1 61804773
S1_61804809 1 61804809
S1_61815902 1 61815902
S1_61823317 1 61823317
S1_61824347 1 61824347
S1_61825945 1 61825945
S1_61825960 1 61825960
S1_61826002 1 61826002
S1_61826255 1 61826255
S1_61826264 1 61826264
S1_61831366 1 61831366
S1_61832149 1 61832149
S1_61832151 1 61832151
S1_61832175 1 61832175
S1_61832200 1 61832200
S1_61833095 1 61833095
S1_61833314 1 61833314
S1_61833561 1 61833561
S1_61833566 1 61833566
S1_61844370 1 61844370
S1_61844376 1 61844376
S1_61844381 1 61844381
S1_61848508 1 61848508
S1_61848545 1 61848545
S1_61848568 1 61848568
S1_61851561 1 61851561
S1_61851562 1 61851562
S1_61851563 1 61851563
S1_61852778 1 61852778
S1_61853176 1 61853176
S1_61853249 1 61853249
S1_61857485 1 61857485
S1_61857512 1 61857512
S1_61857519 1 61857519
S1_61857547 1 61857547
S1_61860926 1 61860926
S1_61862664 1 61862664
S1_61879983 1 61879983
S1_61880010 1 61880010
S1_61880065 1 61880065
S1_61880066 1 61880066
S1_61883677 1 61883677
S1_61889984 1 61889984
S1_61891594 1 61891594
S1_61891611 1 61891611
S1_61891750 1 61891750
S1_61896667 1 61896667
S1_61896697 1 61896697
S1_61921211 1 61921211
S1_61921394 1 61921394
S1_61921755 1 61921755
S1_61928570 1 61928570
S1_61929765 1 61929765
S1_61965060 1 61965060
S1_61966400 1 61966400
S1_61966429 1 61966429
S1_61966599 1 61966599
S1_61966623 1 61966623
S1_61966788 1 61966788
S1_61966812 1 61966812
S1_61966823 1 61966823
S1_61971547 1 61971547
S1_61973535 1 61973535
S1_61973547 1 61973547
S1_61974592 1 61974592
S1_61974611 1 61974611
S1_61990541 1 61990541
S1_61990592 1 61990592
S1_61990613 1 61990613
S1_61990651 1 61990651
S1_61999456 1 61999456
S1_61999814 1 61999814
S1_62000707 1 62000707
S1_62000738 1 62000738
S1_62005804 1 62005804
S1_62005837 1 62005837
S1_62017638 1 62017638
S1_62017960 1 62017960
S1_62035779 1 62035779
S1_62035780 1 62035780
S1_62040914 1 62040914
S1_62041005 1 62041005
S1_62041947 1 62041947
S1_62043067 1 62043067
S1_62046243 1 62046243
S1_62086202 1 62086202
S1_62089299 1 62089299
S1_62089523 1 62089523
S1_62089561 1 62089561
S1_62090518 1 62090518
S1_62094330 1 62094330
S1_62094333 1 62094333
S1_62095416 1 62095416
S1_62096841 1 62096841
S1_62096856 1 62096856
S1_62110531 1 62110531
S1_62131864 1 62131864
S1_62131920 1 62131920
S1_62132416 1 62132416
S1_62140107 1 62140107
S1_62140512 1 62140512
S1_62140560 1 62140560
S1_62141373 1 62141373
S1_62141384 1 62141384
S1_62141505 1 62141505
S1_62141511 1 62141511
S1_62141585 1 62141585
S1_62142113 1 62142113
S1_62153093 1 62153093
S1_62153430 1 62153430
S1_62153433 1 62153433
S1_62167846 1 62167846
S1_62178102 1 62178102
S1_62187936 1 62187936
S1_62187939 1 62187939
S1_62187942 1 62187942
S1_62188839 1 62188839
S1_62191202 1 62191202
S1_62191272 1 62191272
S1_62193970 1 62193970
S1_62194006 1 62194006
S1_62194068 1 62194068
S1_62194587 1 62194587
S1_62200666 1 62200666
S1_62200679 1 62200679
S1_62200706 1 62200706
S1_62200784 1 62200784
S1_62200844 1 62200844
S1_62213108 1 62213108
S1_62213177 1 62213177
S1_62233345 1 62233345
S1_62233426 1 62233426
S1_62243042 1 62243042
S1_62243768 1 62243768
S1_62248877 1 62248877
S1_62248952 1 62248952
S1_62260026 1 62260026
S1_62265057 1 62265057
S1_62265075 1 62265075
S1_62271348 1 62271348
S1_62289438 1 62289438
S1_62289831 1 62289831
S1_62290060 1 62290060
S1_62293539 1 62293539
S1_62299326 1 62299326
S1_62300276 1 62300276
S1_62300555 1 62300555
S1_62300559 1 62300559
S1_62302220 1 62302220
S1_62303108 1 62303108
S1_62303109 1 62303109
S1_62303121 1 62303121
S1_62303139 1 62303139
S1_62305152 1 62305152
S1_62305320 1 62305320
S1_62305433 1 62305433
S1_62309966 1 62309966
S1_62314807 1 62314807
S1_62314957 1 62314957
S1_62315761 1 62315761
S1_62315809 1 62315809
S1_62315835 1 62315835
S1_62315859 1 62315859
S1_62315900 1 62315900
S1_62316007 1 62316007
S1_62324658 1 62324658
S1_62324659 1 62324659
S1_62324696 1 62324696
S1_62325864 1 62325864
S1_62336196 1 62336196
S1_62336223 1 62336223
S1_62338882 1 62338882
S1_62339128 1 62339128
S1_62339283 1 62339283
S1_62341669 1 62341669
S1_62348579 1 62348579
S1_62348611 1 62348611
S1_62348663 1 62348663
S1_62353000 1 62353000
S1_62354454 1 62354454
S1_62362110 1 62362110
S1_62365073 1 62365073
S1_62365187 1 62365187
S1_62374366 1 62374366
S1_62376220 1 62376220
S1_62376370 1 62376370
S1_62378134 1 62378134
S1_62379855 1 62379855
S1_62392725 1 62392725
S1_62403148 1 62403148
S1_62412717 1 62412717
S1_62412732 1 62412732
S1_62413246 1 62413246
S1_62415316 1 62415316
S1_62415540 1 62415540
S1_62415621 1 62415621
S1_62419828 1 62419828
S1_62419856 1 62419856
S1_62419879 1 62419879
S1_62423531 1 62423531
S1_62424695 1 62424695
S1_62424717 1 62424717
S1_62424720 1 62424720
S1_62424824 1 62424824
S1_62424829 1 62424829
S1_62430054 1 62430054
S1_62452216 1 62452216
S1_62457118 1 62457118
S1_62457364 1 62457364
S1_62457526 1 62457526
S1_62460301 1 62460301
S1_62461040 1 62461040
S1_62469168 1 62469168
S1_62469409 1 62469409
S1_62469424 1 62469424
S1_62469838 1 62469838
S1_62474398 1 62474398
S1_62474646 1 62474646
S1_62474647 1 62474647
S1_62482545 1 62482545
S1_62482609 1 62482609
S1_62488987 1 62488987
S1_62490356 1 62490356
S1_62490385 1 62490385
S1_62490386 1 62490386
S1_62491895 1 62491895
S1_62491896 1 62491896
S1_62496035 1 62496035
S1_62496420 1 62496420
S1_62497030 1 62497030
S1_62497154 1 62497154
S1_62500973 1 62500973
S1_62505331 1 62505331
S1_62505365 1 62505365
S1_62505515 1 62505515
S1_62508669 1 62508669
S1_62537946 1 62537946
S1_62580844 1 62580844
S1_62581636 1 62581636
S1_62581657 1 62581657
S1_62583038 1 62583038
S1_62584217 1 62584217
S1_62584239 1 62584239
S1_62584959 1 62584959
S1_62584970 1 62584970
S1_62585044 1 62585044
S1_62585060 1 62585060
S1_62585135 1 62585135
S1_62585368 1 62585368
S1_62585373 1 62585373
S1_62585424 1 62585424
S1_62586810 1 62586810
S1_62587064 1 62587064
S1_62597646 1 62597646
S1_62597894 1 62597894
S1_62597958 1 62597958
S1_62598233 1 62598233
S1_62598341 1 62598341
S1_62598378 1 62598378
S1_62598576 1 62598576
S1_62598610 1 62598610
S1_62598658 1 62598658
S1_62598902 1 62598902
S1_62599062 1 62599062
